TICKET_NUMBER,TICKET_CREATE_DTTM,TICKET_CREATED_BY,TICKET_TYPE,SAP_CODE,SAP_NAME,REQUESTED_BY,COUNTRY,BL_CD,SERVICE_TYPE,SUBJECT,CALLBACK_DATE,CALLBACK_TIME,REFERENCE_TICKET_NUMBER,REQUEST_MISSING_DOC_DATE,APPROVING_STATUS,APPROVING_DATE,SAP_CREATED_DATE,STAGE,STATUS,TICKET_CLOSED_BY,TICKET_CLOSED_CODE,TICKET_CLOSED_NOTE,TICKET_CLOSED_DTTM
CUST---2025---000001,2025-06-07 09:32:09,GATES,Customer,,BmQngkpKYNjsgrWiVeKxTdlSoogYNKYkkFoifdUqWxoVDXLyZwMXyEBBBTyHtcntKopmdAhmWVUWreLlTPlFWScEuJWVbSKGNSGT,KAaEcxfZEcwLqhtJpSsEQRYMQDOdWxMUXSGlrYNbgJRDgQVMjSjyVDJTsRwOQoJOpQVlxXraWZMYDnjDbaGpuhXghMTUuWXnesNM,YL,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-04-06 14:54:48,GATES,Customer,,KNoMEwaapoGeduIxBYbmbgbsiovlvsdeizOIupaBzojXYHrYkardArTVhAWYOIQEHPFIWLaEPPDliOslKjowlfdirLXsxYnAeQxh,frliarNOpUSVRLEQDEWIgMatMhBkXdNVvneJQnSfPRCFubSFxFBPGElOInSWTRaRSmytRUlrmGnlEPFNvYGYtBqlkQHxAXPEiuxE,IA,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-06-02 04:26:52,GATES,Customer,,tWOaqbJHJYYvBNKcAdQBObQJxlRKmDeLvpRvmjvStdDmRejkRpJQlHshMqoQmwoTxQZuvIayJLvlBVpxlLLjZZyYntbFXDABHofE,iIouHeJumCYFFDoqdARgaQBUUbwqwIGiFDIdzCGuWzjDxMvPLYeUFRAhaXxCgXyGKwylEraJEYdKdkdSNDYPGWPDNmoJaPpvqFFJ,AC,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-31 11:26:14,GATES,Customer,,ieAFLIKYIJmlnJihkbJYyxLGaYMKoJrjneAFmfmxffIbffdDPjcsqHptwcsIFCEinPtjWENiAirYyiqqlCndGfEaicjYObKgNXfz,kHrrPkhYDdfVqInXpBRoCaymADDmrcDqFJWDvKuRXIUvjyEvznBZNBKttuGFyDeSdHFzGaMQgihvCCpYNkLwohommyyJFeeQWyBF,BU,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-09-18 06:51:51,GATES,Customer,,KShoeYYdTnxULAsMhzUoMwhhaigrEwXiTyGYZkeDUXfbBPUORdQkSalgeqLbQobqAEDEBrTTBleuunmeSEErgudLSaKFesEkPqAj,HLoSXMjndpSmCPQAoZXuInVxytivywLtjKPNmJtDitySfojoeSnyogdaTAkuynCvaKKhECPIYuOxFHajRhifutsbBFFRShIuNRrD,JX,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-23 22:16:50,GATES,Customer,,oubzjaLLPJBKvQNbzozqVCZQcqWUUwijQroqSzLpOxZhrPLYVFlcJKnSCZIPcbpLGaFUEzdlvUGshtikWeBkQdAEdiRKvcPkfWWR,DWNzJikOaBOLjlJNEAmRYkQgfgocJzUforEOtstWmUOFRexKKuLDLcQmiaTQfLjNcBQSibtThjiunIbONGTtccFDOuAROfEGFpGx,CK,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-08-13 19:48:49,GATES,Customer,,LrvjHWyBoWPasFGzhCuZgjldWvBGSFqcRksWlhuUExDLoQZPfdtxEztFyEcFUvkercSKxvphuHGTaLdTRKgGDcZEPGjyuNAFTbSS,MUQYmumQQEMVQjZXrpHAcjeFrYgXFqDJUVqTOTZhTidUTMQXPwblJFjAdGBxbsgawcTkDUXsyYqRcpPhMvIedwCRTBoEIPbtkfFs,SC,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-28 01:43:51,GATES,Customer,,rNksdmDsmhlYEvnjJwptqSgTobXrgkkTfkCqDFLRvTuWksyvqrNkYDeSNqSOMhtAJtzGJGHadFtLABdtvimpOuYWkkDsyCapvsKh,mBeWEumhmwTCVMmLfhXmiUDfJjqSdrHqKVSIExklRMHwCFYPTgOYyDGOjUIcZDVVPvkKHdxVgXlAIGkvwZspsmIZXTskUbTqrZMy,WP,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-06-08 06:00:30,GATES,Customer,,tuYzOIwxVqTfiWxmpHlYNJlTxjoJEsSEprbjnMxGwhWNdvqeeQgBjhKsiwkHJFgdwBbZtSCJRPdKiGSggjLMNeoAyaJyLzKYxuYA,oQAaKLFMSHpueLCnIOsJRIlaFojNyTqtVtxoaPoDTREAnvzALcALmSvEEfllsdbLnpzBZutyFlJBiASpGbRUlUsTTMpgGKBIOUCE,UP,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-11-03 12:44:00,GATES,Customer,,ZAWpEzKJBKHbTznbkVGgWlRuJFGqXCyDEBQmxexITpjCYjfFrPFTsOBQKLKleYMyHODhkGXiWpdKshHXZxbghzTPsbvfxIcNlJfg,UFdTlYzBdWTDyvWAvkhkBcrJXpMXOTCFdwfCdNtnVGVwvmNPyyhjmcdWcASoUWUbLoDSNAdmmndFLTfjCRECTPoLNpsyvEvQaAVz,QZ,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-16 12:21:54,GATES,Customer,,YLjuNzcfgNPKKcGujVIRzTonamSsjxxvbCBJMbgZNOYnsoJzLObITUAbrSQgytQKeZWEQFTtlQawrzwhpsNvvQzeFrIzQITUCXxV,ZYuVcENFDAZJAYhwhDGcALDNIBBQBPmpMWPUoGARrzcFTbcEdGrQnvxaieCtkbOCikyoCXEhrusDWNbAoZprBVowkzVUBBwWWlHx,ZF,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-07 01:12:54,GATES,Customer,,VGrYTTswNQRQFhNpHMrzqGRXFWcbfwUyJbmEiJCxbcLAwUdCLZDMTRnzkiItOmSGggtAtljBwTrpTqxjOnlVgfcWzCcAlzeIkDdy,CXxJwEXcZeREJwyzgBXUOMhWJFLSEiqoSyBbcGACTWJGMlXxXEOpPLxKtYhbynWbMpvMpBOlcneaXLKGYvkEdKBgondSSvLrbSsl,DD,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-09-28 01:57:58,GATES,Customer,,YnSTgZUkaYpGHTGomzYKdkbJMdfRkCeWGejdnwUoyqVLtBvGouxWBqwVMvqwWODDWPKGYNPPPUqBshXhUOQneUOSFFlkESmwZfus,uCKxByCTwREMRGiklAfJeOGqhsSelRclGkgaEwCdktBmYVuNrZFkivetvMVLlDZrQQsSKXwpOjKPemjxPyWQKAIqWgIsFMJblmlN,ZD,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-12-01 11:04:00,GATES,Customer,,nCBSuyYmnjxZoIzKoJuKfUGaAVtLiAhFAqCtCsQBrAFuhvleBufFQNIZByNBUiLOvVAPXZhMrvVwVpKIPsEdAUuGDWNJqDUAJnOC,OTZEWeDXxsxeopSHyCphjZvJBUBzwgmdlulVWhgksIHcfiPAivVSBddvhpaKXqzoORmjPKuWJvQhppDGhqyqTrHOLIOKqojVAdHR,SD,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-02-12 00:48:38,GATES,Customer,,FuJEFBPdfbcgOZeaezBmwymqKPFoplcNEFFqtukQjfjUWpjyhpCojGBJFvEENHvJuuJxblawFjtcdBnJsHpMsgZCUQiSHnYYaIUD,hqAvRQAYkkujTCVIDFKiIAbEOSsKhDPlmaXwDokTUDbofRhTcjxkIrMARTRMeojcLJHyNKjlcyyNNaDKudgInwlHXGtTKfVRMBxc,SG,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2024-12-28 14:34:43,GATES,Customer,,CYKZPbgQRgaGdbuYKioCQYJlQFIDFdAKcmzSfzotWfeiescZdCDzDpsEaSsaDDNqRCZZpIteDZtcRzXEHUnxlBSjSbsBgyhhVFxH,SbyTmUYLCQWyRjKhFoJTIIJxXLBgXFcNnTevdoYfVjgKnsmqCbhNeEMqLZmMUUtFrXotsuKaNiwVwRvrfXgExtYGbtwULfwUbCmh,XC,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-26 12:43:07,GATES,Customer,,rXcihlsKcIeHJVNOtIlAuyDtWBIOmRjngkXlshupsVLdcJYrMIjihNyUYlfqYNDmuOKwxOqbfpwRDCSYvglllZnRKfzRyvnArkkJ,TyLqbOCWXGElpHpmIbQcvTubnDmATSQzwHjQmhXYoffrDzxExemaRENOZAoMHPJjRoEXzeeHhKaeOVuNeOOgWtwDfBWolArknhyU,LZ,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-06-11 19:09:31,GATES,Customer,,UhANdBPFXNTeHrEPbnoLuRfrhTlDdzmbqTZddyGuUWOntyoLbigbYsgBfADCjKuxdfKgfRjlVKzpwcqtyfzHtqbSWUXfUarIzGwQ,tuOFacNbDgxVEuRevwWntcsDEzWgKbvbvrHGBXGrvzJUaUbgyTiHgCrtZYAZkrmthvJmwXCuCBboLxDJqAKJSpCoZhduwZYxXTRq,TE,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-31 19:50:10,GATES,Customer,,XipGPlMNOOLDNwPKmwdnwqfTqNMCzckQyPDRaNUGharflFTxTSNsFHWxMuKcxGBwZSxJDlXFjVSNzuPIBfDsBJtrLVpxkIaijPNz,mlrAJFwVkZOzdOxGnsZsYAjFOcFsoWKIKSRkXEunxOVQBNfnlRbEpDPSHjMKjrzxhtgXTepnUEqrUXNAOCtZCQvaYDZBkNdwosJk,PR,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-04-24 10:56:11,GATES,Customer,,xwGvLXpIOzAKjsYYhesMKIgioRYUYcYlIOBCpzjnJIfQETLgPVnOLTecoievceFzbEBSYGetfUEWohnycsKQgEVYwxQUwYHYjRyJ,nZUVkjtwVbsNGQMlEIyTWqsaWPiGZdVvgmAIYLvOfFSstpMvMnCOYaZexXGcJCrqmgRKIOKUWFknFTDvSkRsYAKZensEXmJqJjNI,WJ,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-09-27 13:45:49,GATES,Customer,,rBNHKtFxkYpbyPwfxAFRUkKaWyKlbOjqvRdbIGGLUOTmZLuJziMhxwtePakkNhvRnFxdrJWeaPXDZGwuvswjQdcSKZLsiGDAlDHb,MVWNDODzRXLHcinuPQOpBaDjNOfaHxMeFCMMDkKlhSwAfJvNMvWCZqTkUhsJsCjupGUynqeAMKaLOfdSbZKKrmjJFNwAkLUGnyRE,QI,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-12-05 10:05:29,GATES,Customer,,nkRgdZwYsSGTDimovpklPkXCLfeuZzdOaylWqZjkElvCrBpgrqxHpNJGkVqfDCdfPRwbeHgriEqJSLAulcuJAdCZXQYqDPFUuaWs,qAmZSARzRHeUwNKoWctPNvNqaMGdsCbSsMDvMccWwzvyObRrQmScZJIhfhkLbSterjhGgqApYjmUByFKzKBelXZPuSgcnfcjAuxl,JV,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-03 12:10:17,GATES,Customer,,AiYkrPQKErGadnKzrJIeWexXkbqBTsdWvSnGJKSPEdNRXNdPCdJHobkWCKGXUQbrtnTlmomlWpZWsPykYfOwrlbbIdGKTuyFlfxi,ZjFjqsAWSiurGnsrqivYbXxIEfzjXAnJXxCMAPDrYpcmVHUsqivfqpRqmirlDehcqbKJFWKBVWKmQrinDdafbvFVFzSWHtlMQoUl,YL,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-06 06:42:49,GATES,Customer,,WqIoUUQkVtingzsCsKBIbJeEnjNBwuuGIruiXOOXYpqoNnRWSJcYETIkuxJtPHjyOoQfspFXlyuwHEJzMftPHfcCVfWUYxcYHdPI,SipgXEHFkXNqZNQLPEFUVmkbsMGcwDuvPAGdQaUjbQwMDPkWZUwwTGjRhqwungZmkiiItXAJQwDCRHHYEPMUurdzbaDEkBqHqKnV,RZ,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-03-15 10:41:25,GATES,Customer,,WiviQWfVuVuJDUmOGmxADUsCsQlAjbZMqSyqYNVmUTldLoJrSiQjAsEefgPxdGjlZBcVTZblDSpsBPgHUTWalTgCgZnnAtLXHSZz,zDrnUKvXHpagekCUBmqVLmpfrmFzXceIqqCeQlyLJcCTYqIynKeBUocOXstgzYqsWyjyYOlDYATwmBLjlTlQeaHBXbkCwMEbcaib,ZO,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-09-27 05:46:47,GATES,Customer,,zsXnLYqEYJsMGUXdZGoyVKLTkImMMxiiIIlsdPnsIbQFXNdjrWoImHdLgeIdnxSGJAIpiOkZDhgknoUmqZEcbNZTKckzuEaOkvAJ,YSrJjKFHjopDGRiCaeJaccBpSBhcbqWGuwaHZAtQfZnOYnPnyyCKOEQmXcXtfTInGtlWhTseGQtiGybYnwnDwMNadtutOXZrpKss,FM,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-05-21 21:19:28,GATES,Customer,,fCBCFiyBCFMEeWvthSBITnGNzgHjFWyvnbeAgSgKXddqCOuoXlOVHnyMGsnZNoCwjkCGCfxTBAWFqCvriEGZIenIewpKvYzsAEOp,lPMSKOrrVRjOWUdwmrAGjlNfAWcGAbEnkXBrgCAbcXYPdPsbHgHFXOTSRwaoxJbcarmycxfNipnyuMmNTDlCkHYsYlbFdHyWLhUS,YP,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-03-29 21:49:37,GATES,Customer,,FXxXYwQYlGxYqYlfESSQILtYRJNCerqHzxiyyaaXFADGWhDyeIvrAFUKVeFOWPTcLhIVknVfNnhRPSDoUSHmcCqeUWMtnBiKnkuj,EYmVxWGUBYniVQKGGdJZnfoUAIRzxuKTVOErALZAZxngBASXLhHjPtkFgLgkoxOzrHuRYvALwPRiijXuLqFqwSSPrPHGKwBbQKyZ,RJ,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-31 08:40:56,GATES,Customer,,lPobJnpglklFYzNqSnnXorzPXNooSutetummMnZWQmChHwVsusIvtkYIaPHnrqrvszSwjxqvaDYyGhrVrBFOTwLPGgrPiGnuuRgb,hqgqvGgSyMGVQxOoTGCnzhdeLcAovYFQJnVkiNyjnoiFXTelCZZYRJYfjUhlTTxNrlVIpuSWvclhQTcqJdgaJKNLwbNPOPMEVIbT,OV,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-02 17:00:20,GATES,Customer,,FvDNxqHXRDyYYXHCoTsnKIFKsgCOeROXUPIMupMsqmUCtOqEmaqHYnXlTYWfLmeMsqssVUyEMSIBktIXzIKjamKbLVfncydHUHRw,OCuPuuTEeXLKRQvhiqOMiOKhfsmdBoIPfNegdONpzFzGTzPcciZjvJdAaSplMJOLKdmvRTtFwRujwUyQGzVKOKGtvvGwDOQnKaZf,IA,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-19 00:11:45,GATES,Customer,,oxMLiilhGZPUpSWGahTPoyZbkrxgguDlwdzbpWKeIxUdMjSNCLHWsnHmadYXAFFwiXJifNcwgJTHXuvVghnYgvmqZZBsezBlXQee,DMRcEARObWlwHvCiSqfqMFfUBMAXgMBeOOOCnaudfyuIBacDOskXCfMntyogRBbRjMBNbORwziOIwjQQexrPQzIUSczYqIwVSAQD,TV,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-17 09:22:15,GATES,Customer,,BFmWJmNceRDFwrpTKKobwDoohMOufoBBSBDTbahpWsprqXfEfCWOuUXXWoCvcSNHEzzhuuclfRCgXzEZRZjYnHgeANcDnhPAPCrL,LUCxhtjXPmXjVXaVgDNQYlSsYlUNOZTJWjJtMnljQpIQugmCOMcNPtOqRmtzlnWQwPnQjXFvzRVxUsaYDOKuFvNEMuhqZjiTgvWU,ZB,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-02-23 06:42:27,GATES,Customer,,qDvcKjWyhFKwRIeRyfgWfhJbIaHPvUNTbdSdWxRTkVALXFSRlECczdikrinsnmarvUPbFbAArNImYszhOQeHKKfnIrXbOiOsaEfM,VlrpiIkDkAwACSBpYqDrKkubIRaelrZSlcCRumnGFioASGbRMYvErfIrrgPaZkldFBLDZrvHAkgIqpfGkuDqYxsiaoDHkvDEUlVL,NX,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-07-12 23:37:05,GATES,Customer,,CsYvjpUxnszoBXBcmMJDuGJPejiVDNHsLHJuYjksQtDfnysVwmWlDugFNXPojJwpMUOuyDGAUufURDyRhqVUijcetEzasHxvdYaz,mMgKCCPEDoJSXgBZyUHEHvEgNTbzyfPHwgJxDSDzTjQhyGgWavmVsIjyicVpMyLTyDGNFcmJNgiexmlhQOsUBdEHCfpofqAZDLgr,VP,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-01-24 12:33:13,GATES,Customer,,hIceYyqVqViJCMwXuxcaonyLOBfIacKDMloYknkpMtpWnMrFrUNSYSiTRFgxasMqOmicZjoLPAMNuZaFuZRlepiCTkscCxCEsSwY,iSuQHBYuYqWFtuPyCnxqaewpVXbfdpvyEsQUXjPkibbjSPatHrfkgplnfdLWdHeAEmhTiFeZVhXUASimsBBmPqPDanzriNJWcMnE,KC,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-02-05 09:53:02,GATES,Customer,,UYLzfSOFcnpuJDYiyQqsYuXFhWLegztGSQRyYnCSXURMTmFmrjpYLCqEHKKmAcuFYVAOWYuNHhkuUAImTIMRqdhzIjHmBSYicGLL,KwtrfHKnHtxYbqOXifkwYwLtXiiprpshxOBDCdxNKdQnsedTwUJmFolcvdDBLzdxsjyzKiuDYHaLlVgUPATYNuLzKqxyIGlnjLuA,DB,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2024-12-26 20:23:37,GATES,Customer,,AKkoPiVUKLxPWcTHPMBySvajDyMYzQDsmxpuaaXTHoPVsHevAaJCFGnQXfHVdNaXhhJKEevFlwZxTEiZAqLQPFPoUwWZPPKDRCeX,KcrHQpYYZwejfnxfZSXOZkzIrKxDJFedqNrmcAwXKiDpnokplzSLElZoYffhomjHfwMpctbDnAUbxCaxfAlgdLkGpjGyrONCmnHS,ES,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-11-17 04:54:47,GATES,Customer,,qzzSBylUtAduZlhYNSdUMFWNbVQzBmUKOznPjVCkUFOmCUuLKboaBNnEqLCVVZClXTfCIgcdLuPaeOhvCAFGYKSuDeqNEFnnPZbW,oCmoYOnoTHEgEreRiyFxhlKKMAWCNBMdUzShWQNUDUFRbTissNbQNdnKCmVRXVMSANrtbuUviheIdoEtRCwTgtNwhbkqSFqIuXyJ,TG,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-18 17:07:59,GATES,Customer,,zecxSvqEwSZmmFrVSiXDDEHPaEtkWvoOFTXzJZKpSYuPsxWcLxciVBefCKTcUbbYVFnjouLXPaTPFREXGuWIkSHLHnRZCgLOxhGt,OgHNAuDSBwKjPVJjnTtklhUTBHZMDvGNYqbrTXnAqJyzaWZWYvlCPEqTkoVREIjYITMQdnbCicXhsQsYnDMaOlyBigkNmzbOPWrI,WP,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-02-18 13:16:49,GATES,Customer,,GPazIrsWKonLOnytkDSlTSXoUKHvtdCwBImkBjCDRAwnZuktlxqSzANIawzBIDkmPkLNrTWwkSmGtwNhouJFSLPbeyqjIuUyHOQH,ppSUMKtTLIJMvxztXmrlDfiNWGOuIbdShyFsaBOnJBpixfLDGfRnHxJIMqAIkripnbLvKmKrUrGxfjyTKapjlwcSFPSWKJmKxbHr,UP,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-01-02 20:19:49,GATES,Customer,,YvptyAZFGcqRWkbGFHZkUmkCsAbplLquLJapUlMItzfQmNoPrNbEOeJcRtVVLFPtqKgsojzqstvhyHidRommmSGLEPJVQDyxaOoT,jKikBBDapTRosDUhNuXxkvkBJlVnVqxTjSEttXPdWCVosOQOOkMgNaWbLWTOZzgSALDoKokXFZOOigLTlkggSZMRCxHoKnwuOFAR,RA,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-28 05:55:35,GATES,Customer,,rMFRXyFUMyMKHWNKujAzWCUQyfBILQEekAFRvUIJqeIAjHEJFtYuSJUPjKDtBsyJQRwEHNTJyWrPnakHQinstelGdugvrbpsuCjp,smkWQPiRPGiSFZdvWChQBOSEVhbNBoUpYfvqsyjKQtyFPUdNRLWfnSNEESAfaRMWrLyfilLXKPjqDpPRXWAlGgrpqMmRkwsJhdtc,ED,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-06-30 00:46:09,GATES,Customer,,UJWxdencxAPowYytSHsgiysNPTqrsBPVbTLAGOIezbgJbNOGLSvdBwIWzgKIdjYwkaHxmLfSbzkJUoPyhrUWkdjeoLFiCTqokOLT,uzIxQghdRDWXhKoOlLGEOtLZPmQKtHEpckIARpMNMQNtjTkcYzfYUVWXDCoyUFeyslFEYkbVHckAxtbjjarRCjgJNRrhPIqFJquz,KE,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-08-14 22:02:24,GATES,Customer,,oxBgtmRofHnlyLFAUdiJegsFBXSqMNWnYjMrJXAkyXXzHWSlwjUYIggnbsXwyqfzSVIOnjeQOcaRhblGwAKoOMsHJRMxCqjhyPlE,MBtkNDWwThruWqUbUOLPmjSCUERtmQrdRpJtyCexpbmhpETYERoDAXXMRiYCwZODizPTdgLdGhgxxLyqbvooKPZVrpGPYGiFubjd,GF,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-01-28 00:59:09,GATES,Customer,,SkFFyqMVBfwfCKldfgFtzcGMGdCZxBikxNMjiNstiPwWkXSFRJwZnZQHRTHALlyDDPDHWidrlycJFVcAwwRuVIXbhYOaaouTXlVr,lixWvqTUVJsZvTMTUmBhOctJeWmZmULAhsyAuuzlBlOpLcVYAKpaicGVCyIIQCyWqCEcOhcRBaiRMRyspbjCkrgTgcQEaruQbrNS,RP,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-03-03 10:19:28,GATES,Customer,,qNAExuDmNcslJoBnTcZuIFFoHekMAjpgrfuVAewREomybZgRnLyozgVnvyNKFhBzsfYxwTiPMzrWNmGAJEtoDqMsxqyexNoamhwi,GPANfIrBuZHJLmfZSfBZrTGhKBkzccSbZcrhxgjXHDOrbDtIDYHdnBUwzmgPxFgPGjyffUrKNpHOJVTLtXOZEbxDwhLhxzLHpHrR,RS,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-01-30 06:47:48,GATES,Customer,,nsozFMHvduJxBvtqZiWwwqKdCNIZQhwIzFMwCGKYBNKMpVNHMsYMssWNpXvobSlHbDiOurENwvoVWFBElcyWPAxpTTYDUIuqhtCK,pjTzioGxtTphhkTqeSOZUdzeZVXbOPoCAOTZtJMmZKWCeJiEJmSmbDFWpdyvGBeLAtzlvzgmXHUimeHRjEaCMYnnSVgLXGEtjiGl,MN,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-09-26 11:33:13,GATES,Customer,,gCBwrSwdSGFngxCZxsUGpbGSRzYdImfGplqtCsBgOgtcmhLjMZzfXyHyhbECPQllXRfwlEPvtzUZTtdSIygsdgznscPcVBayKJlo,TZVNSVyftLLUqoLWHcWHsEsiuaEJxqaAXeiRDnWXYmFNsoglfUPgrrwXJqFVBIXuiqRRASsQSFQmaAazXasVNNTXUQAdwdIcQMSP,CT,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-11-02 19:26:08,GATES,Customer,,xMAhcMewrOXxzWaNfMZdvFERvmRqxPyBRUIYQVgGraoXGlPHWqxCyJklaOKGJEdTRRLVUubYlPrOMZhGNPGgiFdwmYnlSFOywqJz,gWsSXTvoBfpMTrtoWoFFRzwoLNVxEwFNNLbAmoMnUOTqulKSMwIVsBZVduqrFBsfchXrsqyXcCNEDMEmoiOAkufWMattHpRYAgJT,GM,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-04-08 19:24:24,GATES,Customer,,vrzsbCKJItIOTTqQbTMNxgyOuDcNspIRSAYdboafbyjHfXAiqHwulckMhoTooSWaPNXGhNmggHAgnhwlYVpZoZVJNYeTBISikqYM,xIogkvIFdQjKhVGZkzqdUVzEGbnxSFUNENrADzSztDBgRiPOygbBzcmxlZwMsIeYAkqfRUEuIykscRMJLtJiZcyquSegjCmuQFqB,QD,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-04-08 17:54:16,GATES,Customer,,ucoSExHfxVxIhkGaQBsbUSVLrcTeICSyOaoEWjSJQZpyViVyfBXbgVQYBnsRaWoXsRDOesRIhAubeVcKwSEoHjOkfFnaHuYDcpNX,dZMpVqqLgBXwQXBywENUBkAfEdgTuhdHrUujfXjUKwaNXbgdIQQkEWOCEEXBjFrxxabNCivGvcsyEjmisgcUmjaIlwIIGdBlyuUk,QV,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-20 09:26:40,GATES,Customer,,DeosxkOmjMuakAeYVXJRCkagYksoqGKwHDKQkjPEGhzXPdZQbaXNwqevGdcVXNNksamGlIPGSiSqvljYWKSOnsiXSBiRGOxAxjGX,QUAropuvmYlVHJZQtwlGjyCymUrORqDakKrCFCCDVjpdHHcwqWXLzHWLeORlQYkAmMdDAkuEwnCQbbrPZnSlvLecadIBlvmstmOW,TM,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-04-21 17:00:33,GATES,Customer,,YWXzNKyfgfwgRfZljYyyWCTzJkukeXhaAilmGdRuQSvpVcWCeTpguLncfoGeAEYAKDJSqALJcZculcdMsvGakRRlGqrLpLnuTydF,OJwiHIlxfOiEJwyIWCNyptpJUFeNMYKffeDoEVyEKgjLptwjIVkTAWnBcZaLVxmUXabccQoIfzwYeEOikfidTegJqhNlsWpuhLyI,ID,,Creation,,,,,,,,,2 Submitted,Open,,,,
CUST---2025---000001,2025-10-09 00:48:53,GATES,Customer,,JUlpHRbxUproRxXMfVttDCEcBqjnXzqptgoxlJwJiAFekXBOlhCpUsWUiOLTLnoIVlyFfHodjKBsWsJWXPKIwASKBIfkeRuRxBjS,HLHphaFLZpFsuHpSKYJedJszTlTRocYUqXCmVkXQSVjdiYTpHlLSjOEzRwEwVVdgLLznmWQTBGxBEPVDKaFGvjKUJIZcklQnoeeV,VF,,Creation,,,,,,,,,2 Submitted,Open,,,,
